"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Ghana","GHA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","80","84","84","94","93","94","94","91","92","90","98","88","93","99","97","97","94","98","99","",
"Gibraltar","GIB","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","57","57","64","63","57","50","44","47","47","47","47","47","47","47","47","",
"Gambia, The","GMB","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","","56","57","87","88","94","92","93","91","91","92","94","95","95","95","97","98","97","97","96","98","97","96","97","95","92","93","88","85","82","79","",
"Guinea-Bissau","GNB","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","82","89","87","87","86","86","85","79","82","78","74","67","74","",
"Equatorial Guinea","GNQ","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","40","53","53","53","53","53","53","53","",
"Greece","GRC","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","15","2","2","12","12","50","69","88","89","90","91","92","92","93","94","95","95","95","95","95","98","98","96","96","96","96","96","96","96","96","96","",
"Grenada","GRD","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","98","97","83","99","91","96","99","99","97","94","97","97","97","92","96","96","95","94","72","77","77","",
"Greenland","GRL","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","89","85","95","92","94","88","96","96","74","70","83","91","85","85","83","79","79","",
"Guam","GUM","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","91","90","91","93","93","94","93","98","95","93","97","98","98","95","97","97","95","99","99","98","98","",
"High income","HIC","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","2.94299228951322","8.33249935241144","9.48925203870442","15.7115304770113","24.7919390773719","39.4562602631271","49.5635086237582","52.7250398642085","56.4950154128897","57.8476591841025","59.7008171941844","62.5392810799097","63.845592487156","65.7127878502301","66.8440837818591","67.7065316631925","69.6712326478747","69.8195009720664","71.131885978048","71.0926582135269","72.4977395556349","74.1051477899501","73.9493419619862","74.4810978116544","75.5109083241617","76.2850234380335","76.9802066620241","76.8585255970369","77.3728957700118","91.0204396894643","90.2414749853821","91.0297910147828","91.1469612621573","",
"Hong Kong SAR, China","HKG","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","95","94","91","93","97","94","93","92","97","97","97","98","99","99","98","95","90","91","88","80","77","78","",
"Heavily indebted poor countries (HIPC)","HPC","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.236859625132944","0","0.172744984681509","0.17613207415801","0.268440558536545","0.269388172367122","0.285573467579668","0.280397758476436","0.930470637521024","3.08439664456986","4.46478036186303","23.7481101639856","29.3922538048981","32.9931753586571","40.2608738093199","44.9570773808179","64.9267818726762","67.2103715704346","71.9693684152417","72.3691527541491","74.6618567801551","75.0469713361093","75.7880057321674","77.0831637639624","77.0578417569961","77.9658771705627","78.4873102229873","78.2833769404279","78.5054827354556","76.3149895983361","73.6292181985179","74.2015455658442","",
"Croatia","HRV","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","97","97","97","96","96","96","95","94","92","92","93","93","91","90","90","",
"Haiti","HTI","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","63","64","64","64","64","51","51","51","51","",
"Hungary","HUN","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.396262642476436","0.497590690745172","0.538503315550051","2.39957557448623","3.90853995899939","7.20185565122528","10.823629930232","12.9492514089269","14.6066879072043","15.3988136719859","20.0116656265591","37.7751495629705","41.2935600758278","43.9624009062505","48.2021730235208","53.0103811263886","56.1628232466569","58.4123946664827","60.1599383033034","69.7205119770131","74.1172144330535","74.2932796433923","76.4877987181153","86.3242751412316","84.7788906074212","87.8606903043823","89.9031964794533","90.4667244599728","89.8449177088815","89.9585420027395","89.5824487423168","86.7451158020322","84.8886403053237","89.8397088905647","",
"IDA & IBRD total","IBT","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.293014996369181","0.393266388108681","0.452141929615426","1.78182041830003","2.93747239513027","5.41608120129527","7.97892887026695","9.45962083493555","10.5616207285723","11.0577061252534","14.3072098602299","26.5239853972884","29.0126758931323","35.1270757167411","42.0910868346997","46.5044947798631","52.4049412870299","56.5940357439307","62.1065684736324","68.6575498892176","73.4663022713435","72.9075834524581","74.4292639554134","80.4576800610487","80.0500597863889","82.374325478631","83.7416110210145","84.9432752973511","84.6395635930161","85.288889883446","85.536878582989","82.6734640787807","80.6997580033048","83.8734180583371","",
"IDA total","IDA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.00533315363432049","0.108315113667872","0.217897904699327","0.152237049555575","0.531831040754821","1.14793569997231","1.37210384588945","1.58070371636967","1.6878984749232","1.7857685206868","2.4232728338096","3.67982906513259","4.48051402053891","17.8199327457097","30.4384515205804","34.3436018690629","45.4774327545331","53.2850861511906","65.596859478508","66.7742756561263","72.3209491160972","70.4853836802113","70.9031812537983","70.5352193706437","72.054249755072","73.1739091466701","73.5945833073283","76.0264951626504","76.3946126811497","78.0024396895757","79.4763937491739","76.8870808154133","75.0469999752209","76.210604847929","",
"IDA blend","IDB","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.26673264756432","0.253080050946353","0.150394293359105","0.261099647696639","0.369969364393029","0.478371986296888","0.986055229086053","1.22205871895257","1.51522304617536","1.84388017234947","3.37592843037725","3.34057649750541","13.4333596250997","38.2266894165355","37.7488659849972","49.284376290153","51.2820112800393","55.5263253697303","55.5472948423918","63.9859902787417","59.2613681755937","62.2410428869516","61.2767643142243","62.2522001595874","63.1430307368343","63.0314262702588","68.3088952626707","68.2388015502786","72.897314360044","76.2456523065548","72.9436285003748","74.2598401080837","74.9458621733291","",
"Indonesia","IDN","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","43","42","50","62","65","76","77","65","62","63","64","64","65","66","76","82","82","83","81","86","92","88","84","84","85","85","85","77","67","86","",
"IDA only","IDX","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.00787838042071118","0.0321386034746509","0.2008701000146","0.153174688438141","0.669025372541727","1.54065300270151","1.82237784643183","1.87969003458699","1.92151913261821","1.92141274382959","2.71359298136463","3.8325812182512","5.05609921673195","20.0460251935924","26.4757900420313","32.6092967495637","43.5397751226787","54.3051854756267","70.7337350915449","72.5415810607046","76.6534026715925","76.3724233646182","75.4167203323031","75.3739947711685","77.1785509057166","78.4017035395516","79.0678497812712","79.9933520510957","80.559980904453","80.5995470585437","81.1123628587269","78.8732390951199","75.4420446977955","76.8426210284538","",
"Isle of Man","IMN","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","8","6","6","29","37","38","44","73","70","79","87","88","89","90","91","85","85","93","",
"Not classified","INX","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","95","95","95","95","95","95","95","94","93","94","93","93","",
"Iran, Islamic Rep.","IRN","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","59","84","93","94","95","99","94","99","98","95","94","98","97","99","99","99","99","98","99","99","98","99","99","99","99","99","98","99","",
"Iraq","IRQ","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","57","22","65","3","52","67","66","65","63","62","65","59","56","66","75","72","78","65","68","69","68","71","81","86","84","74","78","93","",
"Iceland","ISL","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","92","92","93","96","97","97","96","98","96","98","98","99","96","96","99","99","98","97","98","97","97","97","96","95","97","96","96","96","96","96","",
"Italy","ITA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","95","95","95","95","95","95","95","97","94","95","95","95","96","96","96","97","96","96","96","96","96","96","95","93","93","94","95","95","94","94","95","",
"Jamaica","JAM","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","98","99","97","92","92","90","94","92","96","93","92","91","98","93","97","96","95","89","98","",
"Jordan","JOR","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","85","90","91","92","93","97","95","97","95","95","98","98","97","98","98","98","98","98","98","99","98","99","96","89","77","77","77","",
"Japan","JPN","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","92","96","96","",
"Kazakhstan","KAZ","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","90","99","95","95","99","99","94","99","94","99","99","99","99","95","99","95","98","82","99","98","97","88","95","99","",
"Kenya","KEN","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","73","73","76","80","81","88","88","90","96","94","93","92","89","89","82","92","91","89","91","90","",
"Kyrgyz Republic","KGZ","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","44","57","99","99","99","97","90","94","97","96","96","96","96","97","96","97","96","92","94","95","86","89","90","",
"Cambodia","KHM","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","82","91","92","91","91","91","86","90","91","91","90","89","88","87","87","85","",
"Kiribati","KIR","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","7","6","8","36","36","66","97","89","82","90","85","79","73","67","50","88","96","83","86","91","95","94","95","75","82","81","90","95","97","92","90","91","",
"St. Kitts and Nevis","KNA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","99","96","99","96","99","99","99","98","97","96","98","98","97","98","94","98","98","98","97","99","96","96","",
"Korea, Rep.","KOR","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","93","88","82","88","93","89","92","91","92","99","99","91","94","94","94","99","99","99","99","98","98","98","98","98","98","98","97","",
"Kuwait","KWT","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","91","93","99","99","98","99","95","95","99","99","99","94","99","99","99","99","99","99","99","98","99","96","99","99","99","91","92","93","94","96","",
"Latin America & Caribbean (excluding high income)","LAC","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","1.33938090625522","2.82567859526973","10.842401797483","14.5261116448319","11.1995885856498","14.0578017586536","39.7630326567257","70.7153308695339","70.5286868661868","75.5362228370009","84.906273518884","87.047989219764","92.536544591548","92.5902242949554","92.4301131381798","91.9182064556057","92.5863689649099","90.9830016734234","91.8507249266409","92.4859879873757","89.978417949478","89.3725045010053","87.376424787447","87.0655762509284","79.1458942852406","79.7977034995735","74.5305631472736","77.2168218905553","75.5976741704478","79.4126505835031","",
"Lao PDR","LAO","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","45","49","57","50","61","67","74","76","77","83","83","83","83","84","85","80","79","75","80","",
"Lebanon","LBN","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","83","80","77","74","75","77","78","80","81","81","81","80","80","80","80","80","80","80","80","80","71","67","67","",
"Liberia","LBR","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","81","70","77","80","80","63","65","73","80","80","70","65","66","78","",
"Libya","LBY","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","91","92","92","93","91","92","92","92","93","91","96","99","97","98","98","98","98","98","98","98","96","94","97","97","96","73","73","73","73","73","",
"St. Lucia","LCA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","84","91","95","85","99","96","95","97","99","98","99","99","99","95","80","95","92","86","80","81","",
"Latin America & Caribbean","LCN","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","1.21845039197443","2.57139422454349","9.87090609412953","13.2306036268308","10.2029547594623","12.8137731905513","36.6836603784653","65.1434593416604","68.2218239714459","73.2289434939068","82.4901256844961","85.0032028638429","90.3390069828455","91.4484970962272","90.7138336991521","89.8054470783218","92.1056313874637","90.3316637494087","91.1109093440554","91.7561182999892","89.5020179472866","88.8478009133696","87.5275502110012","87.1468951749262","78.8756499719621","79.2632513012928","74.7457742408569","76.5587638689176","75.3658492830852","78.9099941126402","",
"Least developed countries: UN classification","LDC","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.0099002702365935","0.179827805667168","0.000807653882921245","0.167260878063439","0.182226599412585","0.256815012653503","0.281825631778513","0.284630775425698","0.281909355431923","0.564393731455831","0.71508682637389","1.60780214202314","14.1528887057175","20.1439575934145","26.1300586550446","37.0487116171015","48.7253297767474","67.693156184649","69.8635811531584","74.0342519156355","73.8045162081624","73.7612825750997","73.7167993937328","75.3161066309434","76.9000193794222","77.9279622184743","78.4855792332323","78.8696200451501","79.213252131164","79.5544868403876","77.4138367693717","73.4790399003246","74.8280144973145","",
"Low income","LIC","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0.303471922926867","0.190356751064807","1.06709733044891","2.55866384762815","3.0403056476159","3.0471265588611","3.05780881456793","3.05641499568913","3.52027040048701","3.77303881776046","5.2088819337562","16.7310186582952","22.7020474930698","27.6462233210696","31.9428578011969","37.5051226333232","61.2652295646043","63.8454849088498","69.4911569574707","69.5632450460515","71.0323232543458","69.6907984394704","71.1328383112134","71.6102493576563","72.7392754648124","73.9453386297114","75.112230359437","75.4245116215777","76.5952287910027","74.9149920746134","70.8039412664714","70.4280651165889","",
"Liechtenstein","LIE","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","62","99","98","98","98","97","99","99","99","99","99","99","99","99","99","99","96","96","98","",
"Lower middle income","LMC","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.00279678461052191","0.0542326781825756","0.0767888306195343","0.096813166180721","0.117270017313408","3.59845719789045","5.38621054805411","6.27992993568461","6.3710359462374","6.52124314111264","7.37095949790581","7.96902962422414","9.84741818551256","15.7247467427756","24.9046160399453","30.6076939359745","37.9750427825199","42.2587033159104","45.0967705179168","55.6376361331297","61.6129531254972","60.6379379087701","63.0814706776709","75.0089206569005","73.6747724188432","78.2550435076028","81.1770605685559","83.3768789109388","83.536108065082","84.5877926566847","85.6754066846823","81.7932466408869","80.4354983117965","84.6977432717077","",
"Low & middle income","LMY","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.296588623119439","0.39800101527301","0.452253739430787","1.79690986881942","3.08618252176321","5.58937197015644","8.17905078458271","9.32684363794215","10.3026839618518","10.7992355728721","14.0474871160588","26.3672376958564","28.5724343102118","34.7018091163709","41.7667578760873","46.3865625643691","52.2835136999339","56.4043326546259","61.9707944258021","68.6163071143298","73.318383574642","72.7767811138423","74.3231553835117","80.4122869360739","79.9987847515078","82.3589546611474","83.715028177768","84.9393437077956","84.7291874269722","85.4006672420628","85.6322638242547","82.8072148880935","80.6346134060941","83.7111118001021","",
"Lesotho","LSO","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","60","87","91","90","88","91","93","96","95","93","88","83","87","87","87","87","87","87","87","",
"Late-demographic dividend","LTE","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.862895040444844","1.11060818140049","1.37198993853729","1.83388001211728","3.53568986051957","4.70128985463944","8.62575775602052","11.9615438148397","11.8144532564301","13.031099078504","22.717690930436","59.4958743456002","64.8921002091032","70.1149891818392","79.2577966988057","84.1526358209859","87.8210006176321","92.8191583577075","92.0986493533453","94.6533139748813","97.5742463732324","97.0912735947835","97.6989664234259","97.7840425132384","96.0123420378577","97.6720230392706","97.9174189453465","96.9256080601499","96.3323033459234","95.8917358947898","94.8865446138882","94.866141011163","92.2649263410963","92.9643682436166","",
"Lithuania","LTU","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","96","98","95","94","95","94","95","95","96","96","95","94","95","93","93","94","94","95","94","93","92","91","90","90","",
"Luxembourg","LUX","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","58","67","77","86","95","95","94","95","95","87","94","95","94","95","94","94","94","94","94","94","96","96","96","96","96","",
"Latvia","LVA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","94","95","96","98","98","98","99","94","91","93","92","91","89","90","94","92","94","98","98","96","99","99","94","95","",
"Macao SAR, China","MAC","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","43","84","92","90","95","96","95","95","97","98","98","98","99","99","99","99","99","99","99","99","99","99","99","",
"Monaco","MCO","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","",
"Moldova","MDA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","81","87","93","94","92","94","99","99","99","99","98","95","97","89","98","96","94","91","92","88","90","89","94","94","87","87","90","",
"Madagascar","MDG","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","61","71","81","82","84","77","77","70","73","68","70","68","62","68","65","74","70","68","57","57","",
"Maldives","MDV","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","63","80","96","50","45","90","96","98","98","98","97","98","98","98","98","98","97","96","99","99","99","99","99","99","99","98","99","96","99","",
"Middle East & North Africa","MEA","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","4.29787090010719","6.54825572015845","9.88622128791116","11.7199461401555","42.2769366582702","49.7315810178253","53.9324404916089","60.8643934031214","56.5866634593549","66.6545752836815","72.7352550724392","76.1825044009468","78.0307090231898","78.4268538058055","84.7912891886195","88.9482786582898","88.3635089866087","89.072930023206","90.6673487986517","91.8741925921281","91.6348961926169","90.2534137927541","86.3732014590901","90.2246147317282","88.4699396651643","87.8119561403492","88.9328321571153","89.9269011771817","89.9555342394075","90.1313221558039","87.2473935576322","87.5578048873072","89.3829209805447","",
"Mexico","MEX","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","97","97","98","98","98","98","98","97","95","93","98","99","82","84","76","82","58","55","56","77","80","83","",
"Marshall Islands","MHL","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","10","17","24","17","46","47","68","70","80","80","38","76","80","74","72","89","97","93","97","99","97","89","80","80","79","85","73","82","84","82","86","89","87","",
"Middle income","MIC","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.328317288065905","0.441430374633027","0.468631298860993","1.97336043672309","3.32328766661829","5.95966226257533","8.82625760692705","10.1442762196891","11.2787905209528","11.8698009490952","15.5352477100956","29.6306862784044","31.9960011724724","37.3842405553363","44.6898927304166","49.3216826970708","55.5278434233412","59.4760898526591","62.0879408454345","69.4222957881698","73.9717548003933","73.330850915001","74.9101879446652","82.3536968616468","81.6134779844775","84.3366106402618","85.7697940310518","87.040810754384","86.605157871473","87.3829497133471","87.4965578947271","84.5099815173738","82.850924723991","86.8363611118235","",
"North Macedonia","MKD","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","89","96","97","95","90","96","98","97","97","92","94","91","92","92","84","79","84","",
"Mali","MLI","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","73","83","90","74","74","71","72","66","65","64","66","71","76","77","77","77","70","77","77","",
"Malta","MLT","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","85","85","86","82","86","86","75","82","93","94","90","95","97","88","98","98","98","99","98","",
"Myanmar","MMR","Immunization, HepB3 (% of one-year-old children)","SH.IMM.HEPB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","39","62","75","85","85","91","92","40","58","75","88","89","90","89","91","90","84","37","71","",
