Country,Year,Life expectancy,Adult mortality,Infant deaths,Alcohol,Percentage expenditure,Hepatitis B,Measles,BMI,Polio,Total expenditure,Diphtheria,HIV/AIDS,Thinness 1-19 years,Income composition of resources,Schooling
Colombia,2000,71.4,167.0,2.9444389791664403,4.66,6.169891407324531,78.0,0.6931471805599453,46.7,82.0,5.91,79.0,0.09531017980432493,2.6,0.65,11.3
Colombia,2001,71.5,165.0,2.8903717578961645,4.43,6.004925011712411,8.0,1.3862943611198906,47.5,83.0,5.96,8.0,0.09531017980432493,2.5,0.653,11.4
Colombia,2002,71.8,163.0,2.8903717578961645,4.45,5.97857524403628,78.0,4.941642422609304,48.2,83.0,5.67,81.0,0.09531017980432493,2.5,0.656,11.5
Colombia,2003,72.4,15.0,2.833213344056216,4.25,6.037402766918865,92.0,0.0,49.0,92.0,5.92,92.0,0.09531017980432493,2.5,0.659,11.6
Colombia,2004,72.8,148.0,2.833213344056216,4.26,3.765367331937069,89.0,0.0,49.8,89.0,5.37,89.0,0.09531017980432493,2.4,0.658,11.3
Colombia,2005,73.1,144.0,2.772588722239781,4.38,6.278485434024774,93.0,0.0,5.5,93.0,5.82,93.0,0.09531017980432493,2.4,0.658,11.1
Colombia,2006,73.1,147.0,2.772588722239781,4.53,4.150048985808122,93.0,0.0,51.3,94.0,6.11,93.0,0.09531017980432493,2.3,0.669,11.5
Colombia,2007,73.5,144.0,2.70805020110221,4.66,6.661336287629622,93.0,0.0,52.0,93.0,6.25,93.0,0.09531017980432493,2.3,0.675,11.9
Colombia,2008,73.5,146.0,2.70805020110221,4.45,6.886603560271232,92.0,0.0,52.8,92.0,6.62,92.0,0.09531017980432493,2.3,0.683,12.2
Colombia,2009,73.6,15.0,2.6390573296152584,4.34,6.848691243598249,92.0,0.0,53.5,92.0,7.1,92.0,0.09531017980432493,2.2,0.691,12.4
Colombia,2010,73.6,15.0,2.5649493574615367,4.28,4.7383333135613634,88.0,0.0,54.2,88.0,6.76,88.0,0.09531017980432493,2.2,0.695,12.8
Colombia,2011,74.2,144.0,2.5649493574615367,4.37,5.2220158615901004,85.0,1.9459101490553132,55.0,85.0,6.64,85.0,0.09531017980432493,2.2,0.7,13.0
Colombia,2012,74.3,143.0,2.4849066497880004,4.44,7.305790562171593,92.0,0.6931471805599453,55.7,91.0,6.93,91.0,0.09531017980432493,2.1,0.707,13.2
Colombia,2013,74.4,145.0,2.4849066497880004,4.41,2.7826971358942347,91.0,0.6931471805599453,56.4,91.0,6.84,91.0,0.09531017980432493,2.1,0.712,13.3
Colombia,2014,74.6,144.0,2.4849066497880004,4.38,7.269956354192272,9.0,0.0,57.2,9.0,7.2,9.0,0.09531017980432493,2.1,0.72,13.6
Comoros,2000,59.5,272.0,0.6931471805599453,0.09,3.584337665429917,28.0,0.0,17.3,7.0,3.56,7.0,0.09531017980432493,7.9,0.0,8.2
Comoros,2001,59.5,272.0,0.6931471805599453,0.08,3.0309744303336212,28.0,0.0,17.6,7.0,2.86,7.0,0.09531017980432493,7.8,0.0,8.5
Comoros,2002,59.5,271.0,1.0986122886681098,0.08,3.4150665896822074,28.0,0.0,18.0,98.0,3.39,89.0,0.09531017980432493,7.7,0.0,8.8
Comoros,2003,59.6,271.0,1.0986122886681098,0.26,3.830598357564976,28.0,0.0,18.4,8.0,3.65,8.0,0.09531017980432493,7.6,0.0,9.2
Comoros,2004,59.8,269.0,1.0986122886681098,0.27,2.1056099873755114,77.0,0.0,18.8,73.0,3.96,76.0,0.09531017980432493,7.5,0.0,9.5
Comoros,2005,60.0,266.0,1.0986122886681098,0.24,4.2622226387209885,68.0,6.816735880594968,19.2,67.0,4.32,68.0,0.09531017980432493,7.5,0.434,9.7
Comoros,2006,63.0,262.0,1.0986122886681098,0.25,4.357072809157884,69.0,4.454347296253507,19.6,69.0,4.57,69.0,0.09531017980432493,7.4,0.451,9.9
Comoros,2007,66.0,259.0,1.0986122886681098,0.16,2.3113107330313496,75.0,0.0,2.1,75.0,4.93,75.0,0.09531017980432493,7.3,0.459,10.0
Comoros,2008,61.0,255.0,1.0986122886681098,0.12,4.547200864757481,81.0,0.0,2.6,81.0,5.13,81.0,0.09531017980432493,7.2,0.461,10.2
Comoros,2009,61.3,251.0,1.0986122886681098,0.17,4.060262386303808,83.0,0.6931471805599453,21.1,84.0,3.82,83.0,0.09531017980432493,7.2,0.465,10.3
Comoros,2010,61.8,246.0,1.0986122886681098,0.15,3.8775189011506535,74.0,0.0,21.6,82.0,5.82,74.0,0.09531017980432493,7.1,0.476,10.5
Comoros,2011,62.2,241.0,1.0986122886681098,0.12,4.105278727433342,83.0,1.3862943611198906,22.1,85.0,6.1,83.0,0.1823215567939546,7.0,0.479,10.6
Comoros,2012,62.5,237.0,1.0986122886681098,0.01,4.374373495343443,89.0,0.6931471805599453,22.6,85.0,7.11,86.0,0.5877866649021191,6.9,0.484,10.8
Comoros,2013,62.9,233.0,0.6931471805599453,0.01,4.1363568215360855,88.0,0.0,23.2,85.0,6.51,87.0,0.5877866649021191,6.8,0.49,10.9
Comoros,2014,63.2,23.0,0.6931471805599453,0.01,4.315697834876713,88.0,0.0,23.7,87.0,6.75,87.0,0.5877866649021191,6.8,0.497,11.1
Congo,2000,52.9,416.0,2.302585092994046,2.26,0.0,64.0,7.425953657077541,19.3,31.0,2.13,33.0,2.174751721484161,9.5,0.487,9.8
Congo,2001,52.7,419.0,2.302585092994046,2.3,0.0,64.0,7.674617497364363,19.8,32.0,2.44,31.0,2.151762203259462,9.4,0.487,9.7
Congo,2002,52.6,424.0,2.302585092994046,2.55,0.0,64.0,7.933438387627489,2.3,41.0,2.45,41.0,2.1041341542702074,9.3,0.488,9.5
Congo,2003,53.2,417.0,2.302585092994046,2.45,0.0,64.0,8.21959545417708,2.7,5.0,2.61,5.0,2.0541237336955462,9.1,0.492,9.4
Congo,2004,54.1,48.0,2.302585092994046,2.58,0.0,64.0,8.16763571524637,21.2,67.0,2.56,67.0,1.9878743481543455,9.0,0.497,9.2
Congo,2005,55.3,394.0,2.1972245773362196,2.03,0.0,64.0,4.990432586778736,21.7,62.0,2.42,62.0,1.9315214116032138,8.8,0.496,9.4
Congo,2006,56.9,368.0,2.1972245773362196,2.25,0.0,64.0,4.844187086458591,22.3,73.0,2.37,73.0,1.8718021769015913,8.7,0.507,9.6
Congo,2007,58.2,354.0,2.1972245773362196,2.75,0.0,64.0,4.442651256490317,22.8,71.0,2.54,72.0,1.791759469228055,8.5,0.517,9.8
Congo,2008,59.4,338.0,2.1972245773362196,2.58,0.0,73.0,1.0986122886681098,23.3,77.0,2.9,79.0,1.667706820558076,8.4,0.527,10.0
Congo,2009,68.0,314.0,2.0794415416798357,3.47,0.0,75.0,0.6931471805599453,23.9,76.0,2.27,78.0,1.6094379124341003,8.3,0.545,10.3
Congo,2010,62.0,298.0,2.0794415416798357,3.53,0.0,74.0,1.6094379124341003,24.5,72.0,2.29,74.0,1.5686159179138452,8.1,0.548,10.5
Congo,2011,62.9,285.0,2.0794415416798357,3.82,0.0,7.0,5.755742213586912,25.0,69.0,2.79,82.0,1.5040773967762742,8.0,0.558,10.7
Congo,2012,63.7,273.0,2.0794415416798357,0.01,0.0,62.0,5.564520407322694,25.6,61.0,3.98,85.0,1.4586150226995167,7.9,0.557,10.2
Congo,2013,63.9,274.0,2.0794415416798357,0.01,0.0,85.0,4.8283137373023015,26.2,85.0,5.9,85.0,1.3862943611198906,7.7,0.576,11.1
Congo,2014,64.2,275.0,2.0794415416798357,0.01,0.0,9.0,4.276666119016055,26.8,9.0,5.15,9.0,1.3862943611198906,7.6,0.581,11.1
Costa Rica,2000,77.6,98.0,0.6931471805599453,4.34,4.5557508670322875,89.0,0.0,45.4,8.0,7.12,88.0,0.09531017980432493,2.4,0.702,11.6
Costa Rica,2001,77.5,1.0,0.6931471805599453,4.29,6.767770374947875,8.0,0.0,46.4,92.0,7.25,91.0,0.09531017980432493,2.3,0.708,11.7
Costa Rica,2002,78.3,99.0,0.6931471805599453,4.17,4.735754266426956,94.0,0.0,47.3,94.0,8.23,94.0,0.09531017980432493,2.2,0.712,11.9
Costa Rica,2003,78.0,1.0,0.6931471805599453,4.04,6.976599205110612,86.0,0.6931471805599453,48.3,88.0,8.45,88.0,0.09531017980432493,2.2,0.715,12.1
Costa Rica,2004,77.7,12.0,0.6931471805599453,4.09,6.950918163480274,89.0,0.0,49.3,9.0,7.8,9.0,0.09531017980432493,2.1,0.719,12.2
Costa Rica,2005,78.6,97.0,0.6931471805599453,4.1,6.911581223712726,9.0,0.6931471805599453,5.3,91.0,7.74,91.0,0.09531017980432493,2.0,0.723,12.4
Costa Rica,2006,78.0,16.0,0.6931471805599453,4.15,7.078689197040649,88.0,0.0,51.4,89.0,7.82,89.0,0.09531017980432493,2.0,0.727,12.6
Costa Rica,2007,78.9,93.0,0.6931471805599453,4.2,5.023150964653285,89.0,0.0,52.4,89.0,8.37,89.0,0.09531017980432493,1.9,0.734,12.8
Costa Rica,2008,78.9,99.0,0.6931471805599453,4.22,7.5283831745256276,89.0,0.0,53.4,89.0,9.1,9.0,0.09531017980432493,1.9,0.74,12.9
Costa Rica,2009,79.2,96.0,0.6931471805599453,4.07,3.2537487805914926,87.0,0.0,54.4,8.0,9.69,86.0,0.09531017980432493,1.9,0.747,13.1
Costa Rica,2010,78.1,16.0,0.6931471805599453,3.58,7.774019408191727,89.0,0.0,55.5,93.0,9.66,88.0,0.09531017980432493,1.8,0.749,13.3
Costa Rica,2011,79.0,98.0,0.6931471805599453,3.41,7.795998221399731,84.0,0.0,56.5,82.0,9.73,85.0,0.09531017980432493,1.8,0.752,13.4
Costa Rica,2012,79.2,97.0,0.6931471805599453,3.34,7.851364269614031,91.0,0.0,57.5,9.0,9.56,91.0,0.09531017980432493,1.8,0.758,13.6
Costa Rica,2013,79.4,96.0,0.6931471805599453,3.42,5.958780992080036,94.0,0.0,58.5,95.0,9.47,95.0,0.09531017980432493,1.7,0.762,13.7
Costa Rica,2014,79.5,96.0,0.6931471805599453,3.45,5.9545746912749955,91.0,0.6931471805599453,59.5,91.0,9.31,91.0,0.09531017980432493,1.7,0.768,13.9
Croatia,2000,74.7,127.0,0.0,12.73,6.4775737006652605,95.0,2.302585092994046,54.7,94.0,7.66,93.0,0.09531017980432493,2.1,0.739,12.2
Croatia,2001,74.9,126.0,0.0,13.15,6.4799782991485015,95.0,2.1972245773362196,55.2,94.0,7.16,94.0,0.09531017980432493,2.0,0.749,12.3
Croatia,2002,74.8,124.0,0.0,13.39,2.5365618637164387,95.0,1.9459101490553132,55.8,95.0,6.19,95.0,0.09531017980432493,2.0,0.759,12.6
Croatia,2003,74.7,122.0,0.0,13.78,4.550471785327117,95.0,2.995732273553991,56.3,95.0,6.35,94.0,0.09531017980432493,1.9,0.765,12.9
Croatia,2004,75.4,114.0,0.0,13.11,7.018756706538674,95.0,4.007333185232471,56.9,96.0,6.56,96.0,0.09531017980432493,1.9,0.771,13.3
Croatia,2005,75.2,116.0,0.0,11.59,5.125343919110261,95.0,1.0986122886681098,57.5,96.0,6.89,96.0,0.09531017980432493,1.8,0.777,13.6
Croatia,2006,75.9,113.0,0.0,11.83,7.350292631115245,95.0,0.6931471805599453,58.1,96.0,6.95,96.0,0.09531017980432493,1.8,0.783,13.9
Croatia,2007,75.8,114.0,0.0,12.56,7.611255075309407,95.0,0.0,58.7,96.0,7.44,96.0,0.09531017980432493,1.8,0.793,14.3
Croatia,2008,76.0,116.0,0.0,12.06,7.794165559983372,97.0,3.9512437185814275,59.4,96.0,7.7,96.0,0.09531017980432493,1.7,0.8,14.3
Croatia,2009,76.3,19.0,0.0,12.21,7.678502277635281,97.0,1.0986122886681098,6.0,96.0,8.18,96.0,0.09531017980432493,1.7,0.803,14.2
Croatia,2010,76.6,16.0,0.0,12.1,5.3369937883324114,97.0,2.0794415416798357,6.6,97.0,8.25,97.0,0.09531017980432493,1.6,0.803,14.2
Croatia,2011,77.0,14.0,0.0,12.19,7.557136887988333,97.0,2.5649493574615367,61.3,96.0,7.8,96.0,0.09531017980432493,1.6,0.808,14.5
Croatia,2012,77.1,14.0,0.0,11.49,7.524406471731891,98.0,1.0986122886681098,61.9,96.0,7.8,96.0,0.09531017980432493,1.5,0.815,14.6
Croatia,2013,77.7,97.0,0.0,12.39,7.549665681978479,96.0,0.0,62.5,96.0,7.83,96.0,0.09531017980432493,1.5,0.817,14.9
Croatia,2014,77.8,97.0,0.0,12.14,7.541735518136898,95.0,0.0,63.1,95.0,7.8,95.0,0.09531017980432493,1.5,0.82,15.1
Cuba,2000,76.9,115.0,0.6931471805599453,3.92,3.9188015304290658,98.0,0.0,49.4,98.0,6.7,95.0,0.09531017980432493,3.6,0.679,12.1
Cuba,2001,76.7,115.0,0.6931471805599453,4.04,5.7794658941170285,98.0,0.0,5.4,99.0,6.27,98.0,0.09531017980432493,3.6,0.686,12.3
Cuba,2002,77.7,19.0,0.6931471805599453,4.1,5.816418094551228,98.0,0.0,51.3,98.0,6.5,99.0,0.09531017980432493,3.5,0.692,12.5
Cuba,2003,77.4,18.0,0.6931471805599453,4.39,4.116455817356351,99.0,0.0,52.1,98.0,6.31,72.0,0.09531017980432493,3.5,0.694,12.9
Cuba,2004,77.3,17.0,0.6931471805599453,4.38,1.70188118275972,99.0,0.0,53.0,98.0,6.14,88.0,0.09531017980432493,3.4,0.705,13.2
Cuba,2005,77.2,19.0,0.6931471805599453,4.48,6.253705577251666,95.0,0.0,53.8,99.0,9.39,89.0,0.09531017980432493,3.4,0.719,14.2
Cuba,2006,78.0,14.0,0.6931471805599453,4.17,6.262392859057116,89.0,0.0,54.6,99.0,7.67,89.0,0.09531017980432493,3.4,0.732,14.7
Cuba,2007,78.1,14.0,0.6931471805599453,4.13,6.622356948937728,93.0,0.0,55.4,99.0,1.42,93.0,0.09531017980432493,3.4,0.754,16.0
Cuba,2008,77.9,12.0,0.6931471805599453,4.26,6.564723692021548,95.0,0.0,56.2,99.0,1.79,95.0,0.09531017980432493,3.4,0.771,17.1
Cuba,2009,78.1,11.0,0.6931471805599453,4.01,6.7091544529281935,96.0,0.0,56.9,99.0,11.78,96.0,0.09531017980432493,3.4,0.782,17.7
Cuba,2010,78.0,98.0,0.6931471805599453,4.13,6.669854392237591,96.0,0.0,57.7,99.0,1.19,96.0,0.09531017980432493,3.4,0.784,17.6
Cuba,2011,78.8,92.0,0.6931471805599453,4.14,4.63535576652036,96.0,0.0,58.4,99.0,1.6,97.0,0.09531017980432493,3.4,0.78,16.5
Cuba,2012,78.7,96.0,0.6931471805599453,4.16,6.6109600733853675,96.0,0.0,59.2,98.0,8.59,99.0,0.09531017980432493,3.4,0.778,15.7
Cuba,2013,78.7,96.0,0.6931471805599453,4.18,4.571362199866051,96.0,0.0,59.9,99.0,9.48,99.0,0.09531017980432493,3.4,0.773,14.7
Cuba,2014,79.0,93.0,0.6931471805599453,4.37,2.6857433701036264,97.0,0.0,6.7,99.0,11.6,99.0,0.09531017980432493,3.4,0.772,14.0
Cyprus,2000,78.1,7.0,0.0,9.56,6.858357862597394,89.0,0.0,52.8,97.0,5.77,97.0,0.09531017980432493,0.9,0.798,12.5
Cyprus,2001,78.2,69.0,0.0,10.16,4.623094769490951,89.0,0.0,53.3,97.0,5.78,97.0,0.09531017980432493,0.9,0.8,12.4
Cyprus,2002,78.4,68.0,0.0,11.68,7.029132634878868,88.0,0.0,53.8,98.0,6.12,98.0,0.09531017980432493,0.9,0.805,12.5
Cyprus,2003,78.5,66.0,0.0,10.62,5.073351780711603,88.0,0.0,54.3,98.0,6.83,98.0,0.09531017980432493,0.9,0.815,13.0
Cyprus,2004,78.6,65.0,0.0,13.03,7.370056931506214,88.0,0.0,54.8,98.0,6.42,98.0,0.09531017980432493,0.9,0.823,13.4
Cyprus,2005,78.7,65.0,0.0,11.41,7.354695497563893,88.0,0.6931471805599453,55.3,98.0,6.37,98.0,0.09531017980432493,0.9,0.826,13.5
Cyprus,2006,78.8,64.0,0.0,11.47,7.439466199040777,93.0,0.0,55.8,97.0,6.28,97.0,0.09531017980432493,0.9,0.829,13.4
Cyprus,2007,78.9,63.0,0.0,11.56,7.580457823472367,93.0,0.0,56.3,97.0,6.5,97.0,0.09531017980432493,0.9,0.836,13.5
Cyprus,2008,79.1,62.0,0.0,12.01,5.483306170573426,93.0,0.6931471805599453,56.8,97.0,6.89,97.0,0.09531017980432493,0.9,0.844,13.7
Cyprus,2009,79.3,6.0,0.0,10.8,5.443509834283796,96.0,0.0,57.3,99.0,7.4,99.0,0.09531017980432493,0.9,0.849,14.1
Cyprus,2010,79.5,59.0,0.0,11.32,5.650135626165055,96.0,2.9444389791664403,57.8,99.0,7.23,99.0,0.09531017980432493,0.9,0.853,14.6
Cyprus,2011,79.7,57.0,0.0,10.69,7.801524301629109,96.0,0.0,58.3,99.0,7.54,99.0,0.09531017980432493,0.9,0.847,13.8
Cyprus,2012,80.0,56.0,0.0,10.55,7.678213534316695,96.0,0.6931471805599453,58.7,99.0,7.44,99.0,0.09531017980432493,0.9,0.85,13.8
Cyprus,2013,81.0,54.0,0.0,9.04,5.3616954923435225,96.0,0.0,59.2,99.0,7.46,99.0,0.09531017980432493,0.9,0.85,13.8
Cyprus,2014,83.0,53.0,0.0,0.01,5.33899948056547,96.0,2.3978952727983707,59.8,99.0,7.37,99.0,0.09531017980432493,0.9,0.85,14.0
Djibouti,2000,57.4,325.0,1.0986122886681098,1.34,4.5320698799221715,25.0,5.214935757608986,28.2,46.0,5.75,46.0,1.62924053973028,6.4,0.361,2.9
Djibouti,2001,57.7,323.0,1.0986122886681098,0.95,4.537938920533142,25.0,4.382026634673881,28.6,49.0,5.37,53.0,1.667706820558076,6.3,0.363,2.9
Djibouti,2002,57.9,322.0,1.0986122886681098,1.03,2.671843929391581,25.0,3.9318256327243257,29.0,62.0,5.45,62.0,1.667706820558076,6.2,0.372,3.3
Djibouti,2003,58.0,325.0,1.0986122886681098,1.02,4.5552762147226895,25.0,3.6375861597263857,29.4,68.0,6.22,68.0,1.6486586255873816,6.1,0.378,3.5
Djibouti,2004,58.1,326.0,1.0986122886681098,1.18,4.673160236551513,25.0,4.276666119016055,29.8,64.0,6.76,64.0,1.6094379124341003,6.0,0.388,3.7
Djibouti,2005,58.6,318.0,1.0986122886681098,1.23,2.6176337118378954,25.0,5.700443573390687,3.2,71.0,7.21,71.0,1.589235205116581,5.9,0.396,4.0
Djibouti,2006,59.1,39.0,1.0986122886681098,1.02,4.807957611686184,25.0,3.912023005428146,3.6,72.0,7.5,72.0,1.547562508716013,5.8,0.405,4.3
Djibouti,2007,59.8,296.0,0.6931471805599453,0.45,3.0850603731598594,25.0,3.2188758248682006,3.9,88.0,7.72,88.0,1.5040773967762742,5.8,0.416,4.5
Djibouti,2008,62.0,289.0,0.6931471805599453,0.49,5.151953386780345,88.0,4.969813299576001,31.3,89.0,8.5,89.0,1.4586150226995167,5.7,0.427,5.0
Djibouti,2009,69.0,279.0,0.6931471805599453,0.49,5.183283327872219,89.0,3.8918202981106265,31.7,89.0,8.37,89.0,1.4350845252893227,5.7,0.436,5.3
Djibouti,2010,61.3,273.0,0.6931471805599453,0.44,5.23907683796374,88.0,2.0794415416798357,32.2,88.0,8.84,88.0,1.410986973710262,5.6,0.441,5.5
Djibouti,2011,61.8,268.0,0.6931471805599453,0.39,3.061508187243031,87.0,3.912023005428146,32.7,87.0,8.71,87.0,1.308332819650179,5.6,0.451,5.9
Djibouti,2012,62.2,263.0,0.6931471805599453,0.52,5.38546971885018,81.0,6.565264970035361,33.2,81.0,8.95,81.0,1.0647107369924282,5.6,0.46,6.3
Djibouti,2013,62.7,256.0,0.6931471805599453,0.53,5.439994905604457,82.0,3.367295829986474,33.8,82.0,9.14,82.0,1.1314021114911006,5.6,0.464,6.3
Djibouti,2014,63.0,252.0,0.6931471805599453,0.38,3.2477740808417463,78.0,0.0,34.4,78.0,1.57,78.0,1.1314021114911006,5.6,0.467,6.3
Dominican Republic,2000,72.0,176.0,2.0794415416798357,6.58,3.8241198444446196,68.0,5.537334267018537,43.1,71.0,5.9,78.0,1.252762968495368,3.8,0.651,12.2
Dominican Republic,2001,71.2,188.0,2.0794415416798357,6.13,5.831952839910649,66.0,4.736198448394496,44.1,71.0,5.59,72.0,1.252762968495368,3.8,0.656,12.3
Dominican Republic,2002,71.4,189.0,2.0794415416798357,6.43,1.735822474446175,63.0,0.0,45.1,74.0,5.79,82.0,1.2237754316221157,3.7,0.66,12.3
Dominican Republic,2003,73.0,22.0,2.0794415416798357,6.32,5.683646636191345,79.0,0.0,46.1,65.0,5.53,79.0,1.1939224684724346,3.6,0.665,12.4
Dominican Republic,2004,69.3,214.0,2.0794415416798357,5.16,5.212847990064305,82.0,0.0,47.2,66.0,4.28,79.0,1.1314021114911006,3.6,0.666,12.5
Dominican Republic,2005,69.7,28.0,2.0794415416798357,5.71,5.672435811299682,87.0,0.0,48.2,86.0,4.26,87.0,1.0986122886681098,3.5,0.668,12.6
Dominican Republic,2006,72.3,178.0,2.0794415416798357,6.2,5.869170144929534,84.0,0.0,49.3,88.0,4.34,89.0,1.0296194171811581,3.5,0.677,12.6
Dominican Republic,2007,72.9,164.0,1.9459101490553132,6.05,4.328385174976505,81.0,0.0,5.4,86.0,4.34,85.0,0.9555114450274363,3.4,0.685,12.7
Dominican Republic,2008,73.3,161.0,1.9459101490553132,6.12,3.9138696896567344,81.0,0.0,51.5,86.0,4.2,82.0,0.8754687373538999,3.4,0.692,12.8
Dominican Republic,2009,73.6,157.0,1.9459101490553132,6.05,6.378227221245279,8.0,0.0,52.6,85.0,4.41,82.0,0.7884573603642703,3.4,0.695,12.9
Dominican Republic,2010,72.7,166.0,1.9459101490553132,6.02,6.500626574163996,83.0,0.0,53.6,85.0,4.6,88.0,0.6418538861723947,3.3,0.697,12.9
Dominican Republic,2011,73.1,16.0,1.9459101490553132,5.91,6.7390853525950485,8.0,1.0986122886681098,54.7,84.0,4.22,84.0,0.5306282510621704,3.3,0.703,13.0
Dominican Republic,2012,72.1,174.0,1.9459101490553132,5.93,6.754756423200802,74.0,0.0,55.8,85.0,4.26,85.0,0.3364722366212129,3.3,0.706,13.1
Dominican Republic,2013,73.4,157.0,1.9459101490553132,5.93,4.590281044601201,8.0,0.0,56.8,82.0,4.12,83.0,0.26236426446749106,3.3,0.709,13.2
Dominican Republic,2014,73.6,154.0,1.9459101490553132,5.92,6.9932400306053575,89.0,0.0,57.9,9.0,4.38,91.0,0.26236426446749106,3.3,0.712,13.2
Ecuador,2000,72.8,163.0,2.302585092994046,3.99,4.444711134425479,36.0,0.0,43.6,83.0,3.38,87.0,0.26236426446749106,1.6,0.668,12.4
Ecuador,2001,73.4,158.0,2.302585092994046,4.13,2.7465488780090213,69.0,1.0986122886681098,44.3,9.0,3.86,89.0,0.26236426446749106,1.6,0.67,12.4
Ecuador,2002,73.6,157.0,2.1972245773362196,3.88,5.238484296590505,75.0,0.0,45.1,88.0,4.62,88.0,0.26236426446749106,1.5,0.675,12.5
Ecuador,2003,74.4,151.0,2.1972245773362196,3.69,2.9581255633169725,82.0,0.0,45.8,97.0,6.46,87.0,0.26236426446749106,1.5,0.679,12.6
Ecuador,2004,74.4,148.0,2.1972245773362196,3.65,2.8552743218955556,88.0,0.0,46.5,9.0,6.22,88.0,0.26236426446749106,1.5,0.682,12.7
Ecuador,2005,74.2,151.0,2.1972245773362196,3.54,2.94933073918563,92.0,0.0,47.2,89.0,5.87,92.0,0.26236426446749106,1.4,0.688,12.8
Ecuador,2006,74.4,144.0,2.1972245773362196,3.52,3.0026995873552766,96.0,0.0,47.9,92.0,5.86,96.0,0.26236426446749106,1.4,0.693,12.8
Ecuador,2007,74.7,14.0,2.0794415416798357,3.63,3.0255181310844934,94.0,0.0,48.6,95.0,5.94,96.0,0.1823215567939546,1.4,0.696,12.9
Ecuador,2008,74.6,139.0,2.0794415416798357,3.76,5.292954550822937,93.0,0.6931471805599453,49.3,94.0,5.66,96.0,0.09531017980432493,1.3,0.698,13.0
Ecuador,2009,75.1,137.0,2.0794415416798357,3.87,5.6459556254631105,91.0,0.0,5.0,91.0,5.58,94.0,0.09531017980432493,1.3,0.702,13.1
Ecuador,2010,75.0,134.0,2.0794415416798357,3.95,5.9106030350556145,9.0,0.0,5.7,88.0,5.9,91.0,0.09531017980432493,1.3,0.703,13.1
Ecuador,2011,75.3,131.0,2.0794415416798357,3.99,5.845690565739161,88.0,5.552959584921617,51.4,85.0,5.92,88.0,0.09531017980432493,1.3,0.71,13.2
Ecuador,2012,75.5,127.0,2.0794415416798357,3.92,3.7584259717772217,88.0,4.290459441148391,52.1,85.0,6.48,87.0,0.09531017980432493,1.3,0.717,13.3
Ecuador,2013,76.0,121.0,1.9459101490553132,3.77,4.09648397271722,87.0,0.0,52.8,87.0,7.29,87.0,0.09531017980432493,1.3,0.725,13.4
Ecuador,2014,76.0,121.0,1.9459101490553132,3.82,4.383478872291188,83.0,0.0,53.5,84.0,9.16,83.0,0.09531017980432493,1.2,0.737,14.0
Egypt,2000,68.8,171.0,4.189654742026425,0.14,0.0,98.0,7.876258882303226,5.7,98.0,5.55,98.0,0.09531017980432493,3.6,0.606,11.0
Egypt,2001,68.6,177.0,4.1588830833596715,0.14,0.0,99.0,7.67368812926773,51.2,99.0,5.75,99.0,0.09531017980432493,3.5,0.612,11.1
Egypt,2002,68.7,177.0,4.127134385045092,0.15,0.0,97.0,6.483107351457199,51.8,97.0,5.97,97.0,0.09531017980432493,3.4,0.617,11.2
Egypt,2003,68.6,178.0,4.0943445622221,0.15,0.0,98.0,5.10594547390058,52.3,98.0,5.41,98.0,0.09531017980432493,3.3,0.621,11.3
Egypt,2004,69.0,176.0,4.060443010546419,0.16,0.0,97.0,4.394449154672439,52.9,97.0,5.21,97.0,0.09531017980432493,3.3,0.623,11.2
Egypt,2005,69.4,174.0,4.04305126783455,0.16,0.0,98.0,4.356708826689592,53.5,98.0,5.6,98.0,0.09531017980432493,3.2,0.629,11.4
Egypt,2006,69.5,175.0,4.02535169073515,0.18,0.0,98.0,6.860663671448287,54.2,98.0,5.24,98.0,0.09531017980432493,3.2,0.636,11.5
Egypt,2007,69.7,171.0,4.02535169073515,0.21,0.0,98.0,7.429520842786462,54.8,98.0,4.95,98.0,0.09531017980432493,3.1,0.644,11.7
Egypt,2008,69.8,172.0,4.007333185232471,0.24,0.0,97.0,6.505784060128229,55.5,97.0,4.82,97.0,0.09531017980432493,3.1,0.651,11.9
Egypt,2009,69.9,174.0,4.007333185232471,0.21,0.0,97.0,6.411818267709897,56.2,97.0,5.1,97.0,0.09531017980432493,3.0,0.659,12.0
Egypt,2010,70.0,173.0,4.007333185232471,0.22,0.0,97.0,2.833213344056216,57.0,97.0,4.8,97.0,0.09531017980432493,3.0,0.665,12.2
Egypt,2011,74.0,168.0,4.02535169073515,0.22,0.0,96.0,3.295836866004329,57.8,96.0,5.4,96.0,0.09531017980432493,2.9,0.671,12.4
Egypt,2012,72.0,165.0,4.007333185232471,0.23,0.0,93.0,5.5053315359323625,58.6,93.0,5.29,93.0,0.09531017980432493,2.9,0.673,12.4
Egypt,2013,79.0,159.0,4.007333185232471,0.21,0.0,97.0,6.0063531596017325,59.4,97.0,5.46,97.0,0.09531017980432493,2.9,0.681,12.8
Egypt,2014,78.0,161.0,3.9889840465642745,0.21,0.0,94.0,7.181591944611865,6.2,94.0,5.64,94.0,0.09531017980432493,2.8,0.686,13.1
El Salvador,2000,69.0,218.0,1.6094379124341003,2.79,5.871185052639798,99.0,0.0,45.3,98.0,8.17,99.0,0.3364722366212129,2.1,0.607,11.3
